,price,sq_area,furinture,BHK,location,bathrooms
0," 5,000 ",800 ,Unfurnished,1 BHK Apartment in Pragati NJR KLR Nagar,"Medchal, Hyderabad",No Deposit1 bathroomsNorthEast facing
1," 8,500 ",850 ,Semi-Furnished,1 BHK Independent House,"Vanasthalipuram, Hyderabad",No Deposit1 bathroomsNorth facing
2," 10,500 ",1300 ,Semi-Furnished,2 BHK Independent House,"Saroornagar, Hyderabad",No Deposit2 bathrooms
3," 70,000 ",1710 ,Furnished,3 BHK Apartment in Aparna Serene Park,"Kondapur, Hyderabad",No Deposit3 bathrooms
4," 7,000 ",1000 ,Semi-Furnished,2 BHK Apartment in Padmavathi Nilayam,"Pragathi Nagar, Hyderabad",No Deposit2 bathrooms
5," 9,960 ",830 ,Unfurnished,2 BHK Independent Floor,"Mehdipatnam, Hyderabad",No Deposit2 bathroomsSouth facing
6," 25,000 ",800 ,Semi-Furnished,2 BHK Independent House,"Madhapur, Hyderabad",No Deposit2 bathroomsNorthEast facing
7," 70,000 ",3300 ,Unfurnished,8 BHK Apartment in Lansum Etania,"Nanakramguda, Hyderabad",No Deposit4 bathrooms
8," 12,500 ",1090 ,Semi-Furnished,3 BHK Apartment in Modi Silver Springs,"Chinthal, Hyderabad",No Deposit2 bathrooms
9," 15,500 ",1300 ,Unfurnished,3 BHK Independent House,"Qutub Shahi Tombs, Hyderabad",No Deposit2 bathrooms
10," 10,000 ",800 ,Furnished,2 BHK Apartment in Reputed Builder Janapriya Nivas,"Nacharam, Hyderabad",No Deposit1 bathrooms
11," 55,000 ",1492 ,Semi-Furnished,3 BHK Apartment in Prestige High Fields,"Gachibowli, Hyderabad",No Deposit2 bathrooms
12, 2 L,1200 ,Unfurnished,2 BHK Apartment,"muthangi, Hyderabad",No Deposit2 bathrooms
13," 20,000 ",1230 ,Semi-Furnished,2 BHK Apartment,"Attapur, Hyderabad",No Deposit2 bathrooms
14," 30,000 ",2060 ,Semi-Furnished,6 BHK Apartment in Ramky Greenview Apartments,"Maheshwaram, Hyderabad",No Deposit3 bathroomsEast facing
15," 35,000 ",2700 ,Furnished,3 BHK Independent Floor,"Nagole, Hyderabad",No Deposit3 bathrooms
16," 48,000 ",2160 ,Semi-Furnished,3 BHK Apartment in My Home Vihanga,"Gachibowli, Hyderabad",No Deposit3 bathrooms
17," 19,000 ",1080 ,Furnished,1 RK Studio Apartment in Jaihind Enclave,"Madhapur, Hyderabad",No Deposit1 bathrooms
18," 20,000 ",850 ,Furnished,2 BHK Apartment,"Malkajgiri, Hyderabad",No Deposit2 bathroomsEast facing
19," 15,000 ",500 ,Furnished,1 RK Studio Apartment,"Kukatpally, Hyderabad",No Deposit1 bathrooms
20," 10,000 ",1400 ,Unfurnished,2 BHK Independent Floor,"Jillelguda, Hyderabad",No Deposit2 bathrooms
21," 7,100 ",1440 ,Unfurnished,1 BHK Independent House,"Bandlaguda Jagir, Hyderabad",No Deposit1 bathroomsWest facing
22," 13,500 ",1400 ,Unfurnished,2 BHK Independent House,"Kothapet, Hyderabad",No Deposit2 bathrooms
23," 40,000 ",1500 ,Semi-Furnished,3 BHK Apartment in Velkore Pinnacle,"Kondapur, Hyderabad",No Deposit3 bathroomsEast facing
24," 13,500 ",1200 ,Semi-Furnished,2 BHK Apartment,"Kothapet, Hyderabad",No Deposit2 bathrooms
25," 10,000 ",1550 ,Unfurnished,2 BHK Independent Floor,"Srinilaya Township, Hyderabad",No Deposit
26," 13,000 ",1200 ,Unfurnished,2 BHK Apartment,"Jeedimetla, Hyderabad",No Deposit2 bathrooms
27," 24,000 ",1355 ,Furnished,2 BHK Apartment in My Home Avatar,"Manikonda, Hyderabad",No Deposit2 bathrooms
28," 50,000 ",2880 ,Furnished,3 BHK Independent Floor,"Nampally, Hyderabad",No Deposit4 bathrooms
29," 20,000 ",1130 ,Semi-Furnished,2 BHK Apartment,"Chintalmet, Hyderabad",No Deposit2 bathroomsEast facing
30," 37,635 ",2509 ,Unfurnished,3 BHK Villa,"Nagole, Hyderabad",No Deposit3 bathroomsWest facing
31," 9,000 ",1022 ,Unfurnished,2 BHK Independent Floor,"Vanasthalipuram, Hyderabad",No Deposit2 bathrooms
32," 8,000 ",500 ,Unfurnished,1 RK Studio Apartment,"Mansoorabad, Hyderabad",No Deposit1 bathrooms
33," 32,000 ",1400 ,Furnished,3 BHK Apartment,"Basheer Bagh, Hyderabad",No Deposit
34," 23,000 ",300 ,Furnished,1 BHK Apartment,"Gopanapalli, Hyderabad",No Deposit1 bathrooms
35," 15,000 ",1800 ,Unfurnished,4 BHK Apartment,"Upparpally, Hyderabad",No Deposit2 bathrooms
36," 17,000 ",1000 ,Semi-Furnished,2 BHK Independent House,"Attapur, Hyderabad",No Deposit2 bathrooms
37," 25,000 ",1900 ,Furnished,2 BHK Independent House,"Erragadda, Hyderabad",No Deposit2 bathrooms
38," 50,000 ",3400 ,Semi-Furnished,8 BHK Villa,"Kismatpur, Hyderabad",No Deposit5 bathrooms
39," 25,000 ",1300 ,Furnished,2 BHK Apartment,"Shalibanda, Hyderabad",No Deposit2 bathrooms
40," 18,000 ",1360 ,Semi-Furnished,3 BHK Apartment,"Krishna Reddy Pet, Hyderabad",No Deposit2 bathroomsEast facing
41," 40,000 ",3200 ,Furnished,4 BHK Villa,"Shamshabad, Hyderabad",No Deposit2 bathroomsWest facing
42," 9,500 ",891 ,Unfurnished,3 BHK Apartment,"Toli Chowki, Hyderabad",No Deposit2 bathrooms
43," 13,500 ",1100 ,Semi-Furnished,2 BHK Apartment in Swaraj Homes Younus Manzil Apartments,"Moosapet, Hyderabad",No Deposit2 bathrooms
44," 8,000 ",450 ,Unfurnished,1 BHK Apartment,"Banjara Hills, Hyderabad",No Deposit1 bathroomsEast facing
45," 7,500 ",850 ,Semi-Furnished,2 BHK Independent House,"Trimalgherry, Hyderabad",No Deposit2 bathrooms
46," 27,000 ",1620 ,Semi-Furnished,3 BHK Apartment in Ramky One Marvel,"Gajulramaram Kukatpally, Hyderabad",No Deposit3 bathrooms
47," 18,000 ",1300 ,Semi-Furnished,3 BHK Apartment,"Ramachandra Puram, Hyderabad",No Deposit3 bathrooms
48," 27,000 ",1600 ,Furnished,3 BHK Villa in Sri Jagathswapna Spanzilla,"Uppal Kalan, Hyderabad",No Deposit3 bathrooms
49," 21,000 ",1900 ,Semi-Furnished,3 BHK Apartment,"Qutub Shahi Tombs, Hyderabad",No Deposit3 bathrooms
50," 5,000 ",400 ,Semi-Furnished,1 BHK Apartment,"Serilingampally, Hyderabad",No Deposit1 bathroomsEast facing
51," 20,000 ",1200 ,Semi-Furnished,2 BHK Independent Floor,"Moghalpura, Hyderabad",No Deposit2 bathrooms
52," 12,500 ",1500 ,Semi-Furnished,3 BHK Apartment,"Somajiguda, Hyderabad",No Deposit
53," 14,500 ",1503 ,Semi-Furnished,2 BHK Apartment,"East Bahadurpura, Hyderabad",No Deposit2 bathrooms
54," 35,000 ",2000 ,Semi-Furnished,4 BHK Independent House,"Gachibowli, Hyderabad",No Deposit3 bathrooms
55," 55,000 ",7000 ,Furnished,5 BHK Independent House,"Dilsukh Nagar, Hyderabad",No Deposit5 bathrooms
56," 30,000 ",2200 ,Semi-Furnished,3 BHK Independent Floor,"Madhapur, Hyderabad",No Deposit2 bathroomsEast facing
57," 12,000 ",1200 ,Unfurnished,2 BHK Independent House,"Shaikpet, Hyderabad",No Deposit1 bathroomsNorthEast facing
58," 10,000 ",1100 ,Unfurnished,2 BHK Independent Floor,"Boduppal, Hyderabad",No Deposit2 bathroomsEast facing
59," 40,000 ",2500 ,Semi-Furnished,4 BHK Apartment,"Rajapur, Hyderabad",No Deposit3 bathrooms
60," 13,000 ",950 ,Semi-Furnished,2 BHK Apartment,"Kukatpally, Hyderabad",No Deposit2 bathrooms
61," 80,000 ",4000 ,Semi-Furnished,5 BHK Villa in CPR Bella Vista,"Nallagandla Gachibowli, Hyderabad",No Deposit5 bathroomsWest facing
62," 21,000 ",1250 ,Semi-Furnished,2 BHK Apartment,"Kukatpally, Hyderabad",No Deposit2 bathrooms
63," 80,000 ",3105 ,Furnished,3 BHK Apartment in Trend Set Trendset Winz,"Nanakramguda, Hyderabad",No Deposit3 bathrooms
64," 12,500 ",1050 ,Unfurnished,2 BHK Independent House,"Bapu Nagar, Hyderabad",No Deposit1 bathrooms
65," 16,000 ",1250 ,Semi-Furnished,2 BHK Apartment in Vision Pearl Residency,"Manikonda, Hyderabad",No Deposit2 bathroomsNorthEast facing
66," 30,000 ",2400 ,Unfurnished,4 BHK Villa,"Nizampet, Hyderabad",No Deposit4 bathrooms
67," 12,000 ",1300 ,Semi-Furnished,2 BHK Independent House,"Boduppal, Hyderabad",No Deposit2 bathroomsNorthEast facing
68," 18,000 ",1700 ,Furnished,2 BHK Independent Floor,"Upparpally, Hyderabad",No Deposit2 bathroomsWest facing
69," 8,500 ",950 ,Unfurnished,2 BHK Independent House,"Ramachandra Puram, Hyderabad",No Deposit2 bathroomsNorthEast facing
70," 22,000 ",1240 ,Semi-Furnished,2 BHK Independent Floor in  Classic Meadows,"Kondapur, Hyderabad",No Deposit2 bathrooms
71," 10,000 ",1800 ,Unfurnished,2 BHK Independent House,"Boduppal, Hyderabad",No Deposit2 bathrooms
72," 20,000 ",1800 ,Furnished,3 BHK Apartment,"Uppal, Hyderabad",No Deposit3 bathrooms
73," 8,000 ",700 ,Unfurnished,1 BHK Independent Floor,"Attapur, Hyderabad",No Deposit1 bathrooms
74," 35,000 ",1870 ,Semi-Furnished,3 BHK Apartment in Crown Whistling Woods,"Kokapet, Hyderabad",No Deposit3 bathroomsNorthEast facing
75," 40,000 ",1700 ,Semi-Furnished,3 BHK Independent House,"Kothapet, Hyderabad",No Deposit4 bathrooms
76," 9,500 ",600 ,Semi-Furnished,1 BHK Apartment in Go Green Constructions Go Green Homes,"Alwal, Hyderabad",No Deposit1 bathrooms
77," 18,000 ",2000 ,Semi-Furnished,3 BHK Independent House,"Bolarum, Hyderabad",No Deposit2 bathroomsSouthEast facing
78, 2 L,7000 ,Furnished,5 BHK Villa,"Moinabad, Hyderabad",No Deposit5 bathroomsEast facing
79," 19,500 ",1550 ,Semi-Furnished,3 BHK Independent Floor,"Puppalaguda, Hyderabad",No Deposit3 bathrooms
80," 30,000 ",1850 ,Semi-Furnished,4 BHK Independent Floor,"Kapra, Hyderabad",No Deposit3 bathrooms
81, 1.5 L,9900 ,Semi-Furnished,7 BHK Independent Floor,"Miyapur, Hyderabad",No Deposit2 bathroomsSouth facing
82," 16,000 ",1570 ,Semi-Furnished,3 BHK Apartment,"Pragathi Nagar Kukatpally, Hyderabad",No Deposit2 bathrooms
83," 10,000 ",1000 ,Semi-Furnished,2 BHK Apartment,"Chintalmet, Hyderabad",No Deposit2 bathrooms
84," 20,000 ",1500 ,Semi-Furnished,3 BHK Apartment in Swaraj Homes Shanti Shikara Apartments,"Somajiguda, Hyderabad",No Deposit2 bathrooms
85," 18,000 ",1200 ,Unfurnished,2 BHK Independent Floor,"Malakpet, Hyderabad",No Deposit2 bathrooms
86," 16,000 ",1550 ,Semi-Furnished,2 BHK Independent Floor,"Trimalgherry, Hyderabad",No Deposit2 bathroomsNorthWest facing
87," 70,000 ",4200 ,Semi-Furnished,4 BHK Villa in Ashoka A La Maison Annexe,"Kompally, Hyderabad",No Deposit4 bathrooms
88," 10,000 ",1000 ,Semi-Furnished,1 BHK Independent Floor,"Kothapet, Hyderabad",No Deposit1 bathrooms
89," 85,000 ",4500 ,Semi-Furnished,4 BHK Villa in Babukhan Lakefront,"Kokapet, Hyderabad",No Deposit4 bathroomsEast facing
90," 22,000 ",2200 ,Unfurnished,3 BHK Independent Floor,"Habsiguda, Hyderabad",No Deposit2 bathrooms
91," 60,000 ",900 ,Furnished,1 RK Studio Apartment,"Mahendra Hills, Hyderabad",No Deposit1 bathrooms
92," 62,000 ",2000 ,Semi-Furnished,3 BHK Apartment in Indis One City,"Kukatpally, Hyderabad",No Deposit3 bathrooms
93," 52,500 ",2400 ,Unfurnished,3 BHK Apartment in EIPL Apila,"Gandipet, Hyderabad",No Deposit3 bathroomsWest facing
94," 15,000 ",500 ,Semi-Furnished,1 BHK Apartment,"Masab Tank, Hyderabad",No Deposit1 bathrooms
95," 80,000 ",6000 ,Semi-Furnished,10 BHK Independent House,"East Marredpally, Hyderabad",No Deposit9 bathroomsSouthEast facing
96," 11,000 ",950 ,Unfurnished,2 BHK Independent Floor,"Mehdipatnam, Hyderabad",No Deposit2 bathroomsWest facing
97," 15,000 ",1100 ,Semi-Furnished,2 BHK Apartment,"Tarnaka, Hyderabad",No Deposit2 bathrooms
98," 60,000 ",2500 ,Semi-Furnished,3 BHK Apartment,"Jubilee Hills, Hyderabad",No Deposit3 bathrooms
99," 45,000 ",2700 ,Semi-Furnished,4 BHK Apartment in Reputed Builder Galaxy Towers,"Habsiguda, Hyderabad",No Deposit4 bathroomsEast facing
100," 17,000 ",1500 ,Unfurnished,3 BHK Independent Floor,"Karwan, Hyderabad",No Deposit3 bathrooms
101," 6,000 ",800 ,Unfurnished,1 BHK Independent House,"Medchal, Hyderabad",No Deposit1 bathrooms
102," 11,000 ",1100 ,Unfurnished,2 BHK Independent Floor,"Banjara Hills, Hyderabad",No Deposit1 bathroomsEast facing
103," 8,000 ",450 ,Unfurnished,1 BHK Apartment,"Banjara Hills, Hyderabad",No Deposit1 bathroomsEast facing
104," 11,000 ",1100 ,Unfurnished,2 BHK Independent Floor,"Banjara Hills, Hyderabad",No Deposit1 bathroomsEast facing
105," 11,000 ",1100 ,Unfurnished,2 BHK Independent Floor,"Banjara Hills, Hyderabad",No Deposit1 bathroomsEast facing
106," 11,000 ",1100 ,Unfurnished,2 BHK Independent Floor,"Banjara Hills, Hyderabad",No Deposit1 bathroomsEast facing
107," 11,000 ",1100 ,Unfurnished,2 BHK Independent Floor,"Banjara Hills, Hyderabad",No Deposit1 bathroomsEast facing
108," 11,000 ",1100 ,Unfurnished,2 BHK Independent Floor,"Banjara Hills, Hyderabad",No Deposit1 bathroomsEast facing
109," 11,000 ",1100 ,Unfurnished,2 BHK Independent Floor,"Banjara Hills, Hyderabad",No Deposit1 bathrooms
110," 8,000 ",450 ,Unfurnished,1 BHK Apartment,"Banjara Hills, Hyderabad",No Deposit1 bathroomsEast facing
111," 14,500 ",1503 ,Semi-Furnished,2 BHK Apartment,"East Bahadurpura, Hyderabad",No Deposit2 bathrooms
112," 60,000 ",1500 ,Furnished,5 BHK Independent House,"Banjara Hills, Hyderabad",No Deposit4 bathroomsEast facing
113," 15,000 ",1100 ,Semi-Furnished,2 BHK Apartment in Swaraj Homes Younus Manzil Apartments,"Moosapet, Hyderabad",No Deposit2 bathrooms
114," 8,500 ",1111 ,Unfurnished,2 BHK Apartment,"Medchal, Hyderabad",No Deposit2 bathrooms
115," 8,000 ",450 ,Unfurnished,1 BHK Apartment,"Banjara Hills, Hyderabad",No Deposit1 bathroomsEast facing
116," 9,500 ",1000 ,Semi-Furnished,2 BHK Independent House,"Old Bowenpally, Hyderabad",No Deposit2 bathrooms
117," 9,500 ",1000 ,Semi-Furnished,2 BHK Independent House,"Old Bowenpally, Hyderabad",No Deposit2 bathrooms
118," 21,000 ",1250 ,Semi-Furnished,3 BHK Apartment in Swaraj Homes Malaysian Township Apartments,"Kukatpally, Hyderabad",No Deposit2 bathrooms
119," 21,000 ",1250 ,Semi-Furnished,2 BHK Apartment,"Kukatpally, Hyderabad",No Deposit2 bathrooms
120," 21,000 ",1250 ,Semi-Furnished,3 BHK Apartment,"Kukatpally, Hyderabad",No Deposit2 bathrooms
121," 21,000 ",1250 ,Semi-Furnished,3 BHK Apartment,"Kukatpally, Hyderabad",No Deposit2 bathrooms
122," 21,000 ",1250 ,Semi-Furnished,3 BHK Apartment,"Kukatpally, Hyderabad",No Deposit2 bathrooms
123," 21,000 ",1250 ,Semi-Furnished,3 BHK Apartment,"Kukatpally, Hyderabad",No Deposit2 bathrooms
124," 21,000 ",1250 ,Semi-Furnished,3 BHK Apartment,"Kukatpally, Hyderabad",No Deposit2 bathrooms
125," 21,000 ",1250 ,Semi-Furnished,3 BHK Apartment,"Kukatpally, Hyderabad",No Deposit2 bathrooms
126," 21,000 ",1250 ,Semi-Furnished,3 BHK Apartment,"Kukatpally, Hyderabad",No Deposit2 bathrooms
127," 21,000 ",1250 ,Semi-Furnished,3 BHK Apartment,"Kukatpally, Hyderabad",No Deposit2 bathrooms
128," 21,000 ",1250 ,Semi-Furnished,3 BHK Apartment,"Kukatpally, Hyderabad",No Deposit2 bathrooms
129," 21,000 ",1250 ,Semi-Furnished,3 BHK Apartment,"Kukatpally, Hyderabad",No Deposit2 bathrooms
130," 21,000 ",1250 ,Semi-Furnished,3 BHK Apartment,"Kukatpally, Hyderabad",No Deposit2 bathrooms
131," 21,000 ",1250 ,Semi-Furnished,3 BHK Apartment,"Kukatpally, Hyderabad",No Deposit2 bathrooms
132," 21,000 ",1250 ,Semi-Furnished,3 BHK Apartment,"Kukatpally, Hyderabad",No Deposit2 bathrooms
133," 21,000 ",1250 ,Semi-Furnished,3 BHK Apartment,"Kukatpally, Hyderabad",No Deposit2 bathrooms
134," 21,000 ",1250 ,Semi-Furnished,3 BHK Apartment,"Kukatpally, Hyderabad",No Deposit2 bathrooms
135," 21,000 ",1250 ,Semi-Furnished,3 BHK Apartment,"Kukatpally, Hyderabad",No Deposit2 bathrooms
136," 21,000 ",1250 ,Semi-Furnished,3 BHK Apartment,"Kukatpally, Hyderabad",No Deposit2 bathrooms
137," 21,000 ",1250 ,Semi-Furnished,3 BHK Apartment,"Kukatpally, Hyderabad",No Deposit2 bathrooms
138," 21,000 ",1250 ,Semi-Furnished,3 BHK Apartment,"Kukatpally, Hyderabad",No Deposit2 bathrooms
139," 21,000 ",1250 ,Semi-Furnished,3 BHK Apartment,"Kukatpally, Hyderabad",No Deposit2 bathrooms
140," 80,000 ",3105 ,Furnished,3 BHK Apartment in Trend Set Trendset Winz,"Nanakramguda, Hyderabad",No Deposit3 bathrooms
141," 80,000 ",3105 ,Furnished,3 BHK Apartment in Trend Set Trendset Winz,"Nanakramguda, Hyderabad",No Deposit3 bathrooms
142," 80,000 ",3105 ,Furnished,3 BHK Apartment in Trend Set Trendset Winz,"Nanakramguda, Hyderabad",No Deposit3 bathrooms
143," 80,000 ",3105 ,Furnished,3 BHK Apartment in Trend Set Trendset Winz,"Nanakramguda, Hyderabad",No Deposit3 bathrooms
144," 80,000 ",3105 ,Furnished,3 BHK Apartment in Trend Set Trendset Winz,"Nanakramguda, Hyderabad",No Deposit3 bathrooms
145," 80,000 ",3105 ,Furnished,3 BHK Apartment in Trend Set Trendset Winz,"Nanakramguda, Hyderabad",No Deposit3 bathrooms
146," 80,000 ",3105 ,Furnished,3 BHK Apartment in Trend Set Trendset Winz,"Nanakramguda, Hyderabad",No Deposit3 bathrooms
147," 80,000 ",3105 ,Furnished,3 BHK Apartment in Trend Set Trendset Winz,"Nanakramguda, Hyderabad",No Deposit3 bathrooms
148," 45,000 ",3000 ,Furnished,4 BHK Independent House,"Shamshabad, Hyderabad",No Deposit4 bathroomsWest facing
149," 16,000 ",1250 ,Semi-Furnished,2 BHK Apartment in Vision Pearl Residency,"Manikonda, Hyderabad",No Deposit2 bathroomsNorthEast facing
150," 16,000 ",1250 ,Semi-Furnished,2 BHK Apartment in Vision Pearl Residency,"Manikonda, Hyderabad",No Deposit2 bathroomsNorthEast facing
151," 16,000 ",1250 ,Semi-Furnished,2 BHK Apartment in Vision Pearl Residency,"Manikonda, Hyderabad",No Deposit2 bathroomsNorthEast facing
152," 16,000 ",1250 ,Semi-Furnished,2 BHK Apartment in Vision Pearl Residency,"Manikonda, Hyderabad",No Deposit2 bathroomsNorthEast facing
153," 16,000 ",1250 ,Semi-Furnished,2 BHK Apartment in Vision Pearl Residency,"Manikonda, Hyderabad",No Deposit2 bathroomsNorthEast facing
154," 16,000 ",1250 ,Semi-Furnished,2 BHK Apartment in Vision Pearl Residency,"Manikonda, Hyderabad",No Deposit2 bathroomsNorthEast facing
155," 16,000 ",1250 ,Semi-Furnished,2 BHK Apartment in Vision Pearl Residency,"Manikonda, Hyderabad",No Deposit2 bathroomsNorthEast facing
156," 16,000 ",1250 ,Semi-Furnished,2 BHK Apartment in Vision Pearl Residency,"Manikonda, Hyderabad",No Deposit2 bathroomsNorthEast facing
157," 16,000 ",1250 ,Semi-Furnished,2 BHK Apartment in Vision Pearl Residency,"Manikonda, Hyderabad",No Deposit2 bathroomsNorthEast facing
158," 16,000 ",1250 ,Semi-Furnished,2 BHK Apartment in Vision Pearl Residency,"Manikonda, Hyderabad",No Deposit2 bathroomsNorthEast facing
159," 16,000 ",1250 ,Semi-Furnished,2 BHK Apartment in Vision Pearl Residency,"Manikonda, Hyderabad",No Deposit2 bathroomsNorthEast facing
160," 16,000 ",1250 ,Semi-Furnished,2 BHK Apartment in Vision Pearl Residency,"Manikonda, Hyderabad",No Deposit2 bathroomsNorthEast facing
161," 16,000 ",1250 ,Semi-Furnished,2 BHK Apartment in Vision Pearl Residency,"Manikonda, Hyderabad",No Deposit2 bathroomsNorthEast facing
162," 16,000 ",1250 ,Semi-Furnished,2 BHK Apartment in Vision Pearl Residency,"Manikonda, Hyderabad",No Deposit2 bathroomsNorthEast facing
163," 16,000 ",1250 ,Semi-Furnished,2 BHK Apartment in Vision Pearl Residency,"Manikonda, Hyderabad",No Deposit2 bathroomsNorthEast facing
164," 16,000 ",1250 ,Semi-Furnished,2 BHK Apartment in Vision Pearl Residency,"Manikonda, Hyderabad",No Deposit2 bathroomsNorthEast facing
165," 16,000 ",1250 ,Semi-Furnished,2 BHK Apartment in Vision Pearl Residency,"Manikonda, Hyderabad",No Deposit2 bathroomsNorthEast facing
166," 8,000 ",900 ,Semi-Furnished,2 BHK Independent House,"Bandlaguda Jagir, Hyderabad",No Deposit2 bathrooms
167," 8,000 ",900 ,Semi-Furnished,2 BHK Independent House,"Bandlaguda Jagir, Hyderabad",No Deposit2 bathrooms
168," 8,000 ",900 ,Semi-Furnished,2 BHK Independent House,"Bandlaguda Jagir, Hyderabad",No Deposit2 bathrooms
169," 8,000 ",900 ,Semi-Furnished,2 BHK Independent House,"Bandlaguda Jagir, Hyderabad",No Deposit2 bathrooms
170," 8,000 ",900 ,Semi-Furnished,2 BHK Independent House,"Bandlaguda Jagir, Hyderabad",No Deposit2 bathrooms
171," 8,000 ",900 ,Semi-Furnished,2 BHK Independent House,"Bandlaguda Jagir, Hyderabad",No Deposit2 bathrooms
172," 8,000 ",900 ,Semi-Furnished,2 BHK Independent House,"Bandlaguda Jagir, Hyderabad",No Deposit2 bathrooms
173," 8,000 ",900 ,Semi-Furnished,2 BHK Independent House,"Bandlaguda Jagir, Hyderabad",No Deposit2 bathrooms
174," 8,000 ",900 ,Semi-Furnished,2 BHK Independent House,"Bandlaguda Jagir, Hyderabad",No Deposit2 bathrooms
175," 8,000 ",900 ,Semi-Furnished,2 BHK Independent House,"Bandlaguda Jagir, Hyderabad",No Deposit2 bathrooms
176," 8,000 ",900 ,Semi-Furnished,2 BHK Independent House,"Bandlaguda Jagir, Hyderabad",No Deposit2 bathrooms
177," 8,000 ",900 ,Semi-Furnished,2 BHK Independent House,"Bandlaguda Jagir, Hyderabad",No Deposit2 bathrooms
178," 30,000 ",2400 ,Unfurnished,4 BHK Villa,"Nizampet, Hyderabad",No Deposit3 bathroomsEast facing
179," 30,000 ",2400 ,Unfurnished,4 BHK Villa,"Nizampet, Hyderabad",No Deposit2 bathrooms
180," 30,000 ",2400 ,Unfurnished,4 BHK Villa,"Nizampet, Hyderabad",No Deposit4 bathrooms
181," 30,000 ",2400 ,Unfurnished,4 BHK Villa,"Nizampet, Hyderabad",No Deposit4 bathrooms
182," 30,000 ",2400 ,Unfurnished,4 BHK Villa,"Nizampet, Hyderabad",No Deposit2 bathroomsEast facing
183," 30,000 ",2400 ,Unfurnished,4 BHK Villa,"Nizampet, Hyderabad",No Deposit2 bathroomsEast facing
184," 30,000 ",2400 ,Unfurnished,4 BHK Villa,"Nizampet, Hyderabad",No Deposit2 bathroomsEast facing
185," 30,000 ",2400 ,Unfurnished,4 BHK Villa,"Nizampet, Hyderabad",No Deposit2 bathrooms
186," 30,000 ",2400 ,Unfurnished,4 BHK Villa,"Nizampet, Hyderabad",No Deposit3 bathroomsEast facing
187," 30,000 ",2400 ,Unfurnished,4 BHK Villa,"Nizampet, Hyderabad",No Deposit3 bathroomsEast facing
188," 30,000 ",2400 ,Unfurnished,4 BHK Villa,"Nizampet, Hyderabad",No Deposit2 bathroomsEast facing
189," 30,000 ",2400 ,Unfurnished,4 BHK Villa,"Nizampet, Hyderabad",No Deposit2 bathroomsEast facing
190," 30,000 ",2400 ,Unfurnished,4 BHK Villa,"Nizampet, Hyderabad",No Deposit2 bathroomsEast facing
191," 30,000 ",2400 ,Unfurnished,4 BHK Villa,"Nizampet, Hyderabad",No Deposit2 bathroomsEast facing
192," 12,000 ",1300 ,Semi-Furnished,2 BHK Independent House,"Boduppal, Hyderabad",No Deposit2 bathroomsNorthEast facing
193," 12,000 ",1300 ,Semi-Furnished,2 BHK Independent House,"Boduppal, Hyderabad",No Deposit2 bathroomsNorthEast facing
194," 8,500 ",850 ,Semi-Furnished,1 BHK Independent House,"Vanasthalipuram, Hyderabad",No Deposit1 bathroomsNorth facing
195," 8,500 ",850 ,Semi-Furnished,1 BHK Independent House,"Vanasthalipuram, Hyderabad",No Deposit1 bathrooms
196," 8,500 ",850 ,Semi-Furnished,1 BHK Independent House,"Vanasthalipuram, Hyderabad",No Deposit1 bathroomsNorth facing
197," 8,500 ",850 ,Semi-Furnished,1 BHK Independent House,"Vanasthalipuram, Hyderabad",No Deposit1 bathroomsNorth facing
198," 8,500 ",850 ,Semi-Furnished,1 BHK Independent House,"Vanasthalipuram, Hyderabad",No Deposit1 bathroomsNorth facing
199," 8,500 ",850 ,Semi-Furnished,1 BHK Independent House,"Vanasthalipuram, Hyderabad",No Deposit1 bathroomsNorth facing
200," 8,500 ",850 ,Semi-Furnished,1 BHK Independent House,"Vanasthalipuram, Hyderabad",No Deposit1 bathroomsNorth facing
201," 8,500 ",850 ,Semi-Furnished,1 BHK Independent House,"Vanasthalipuram, Hyderabad",No Deposit1 bathroomsNorth facing
202," 8,500 ",850 ,Semi-Furnished,1 BHK Independent House,"Vanasthalipuram, Hyderabad",No Deposit1 bathroomsNorth facing
203," 8,500 ",850 ,Semi-Furnished,1 BHK Independent House,"Vanasthalipuram, Hyderabad",No Deposit1 bathroomsNorth facing
204," 8,500 ",850 ,Semi-Furnished,1 BHK Independent House,"Vanasthalipuram, Hyderabad",No Deposit1 bathroomsNorth facing
205," 18,000 ",1200 ,Semi-Furnished,3 BHK Apartment,"Shaikpet, Hyderabad",No Deposit3 bathroomsWest facing
206," 12,500 ",1200 ,Semi-Furnished,2 BHK Apartment in Swaraj Homes Maruthi Homes LB Nagar,"LB Nagar, Hyderabad",No Deposit2 bathrooms
207," 17,000 ",1500 ,Semi-Furnished,2 BHK Independent House,"Nagole, Hyderabad",No Deposit2 bathrooms
208," 18,000 ",1200 ,Unfurnished,2 BHK Independent Floor,"Malakpet, Hyderabad",No Deposit2 bathrooms
209," 45,000 ",2000 ,Semi-Furnished,3 BHK Independent Floor,"LB Nagar, Hyderabad",No Deposit3 bathrooms
210," 25,000 ",2000 ,Semi-Furnished,3 BHK Independent House,"LB Nagar, Hyderabad",No Deposit4 bathroomsNorthEast facing
211," 27,000 ",1700 ,Semi-Furnished,3 BHK Independent House,"Madhapur, Hyderabad",No Deposit3 bathroomsNorth facing
